Player,Position,Team,Age,Year of Birth,Matches Played,Starts,Minutes Played,90 Minutes Played,Goals,Assists,Non-Penalty Goals,Penalties Converted,Penalties Taken,Yellow Cards,Red Cards,Goals per 90 Minutes,Assists per 90 Minutes,Goals and Assists per 90 Minutes,Goals excluding Penalties per 90 Minutes,Goals and Assists excluding Penalties per 90 Minutes,Expected xG,Expected Non-Penalty xG,Expected xAG,Expected Non-Penalty xG and xAG,xG,xAG,xG and xAG,Non-Penalty xG,Non-Penalty xG and xAG
Eric Dier,DF,England,28,1994,2,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Axel Disasi,DF,France,24,1998,3,1,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.07,0,0.07,0.07,0.07
Alexander Djiku,"DF,FW",Ghana,27,1994,2,1,97,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ritsu Doan,FW,Japan,23,1998,4,2,217,2.4,2,0,2,0,0,0,0,0.83,0,0.83,0.83,0.83,0.5,0.5,0.2,0.7,0.21,0.07,0.28,0.21,0.28
Jeremy Doku,"MF,FW",Belgium,20,2002,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasper Dolberg,FW,Denmark,24,1997,3,1,114,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,0.31,0.05,0.37,0.31,0.37
Mohamed Dräger,DF,Tunisia,25,1996,2,2,132,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.14,0.01,0.15,0.14,0.15
Óscar Duarte,DF,Costa Rica,33,1989,3,3,270,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3,0.3,0,0.09,0.09,0,0.09
Mitchell Duke,FW,Australia,31,1991,4,4,270,3,1,0,1,0,0,1,0,0.33,0,0.33,0.33,0.33,0.4,0.4,0,0.4,0.12,0.01,0.13,0.12,0.13
Denzel Dumfries,DF,Netherlands,26,1996,5,5,479,5.3,1,2,1,0,0,2,1,0.19,0.38,0.56,0.19,0.56,0.4,0.4,0.3,0.7,0.08,0.06,0.14,0.08,0.14
Paulo Dybala,FW,Argentina,28,1993,2,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,1.03,1.03,0,1.03
Enzo Ebosse,DF,Cameroon,23,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ederson,GK,Brazil,28,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jorge Eduardo Sánchez,DF,Mexico,24,1997,2,2,175,1.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Nico Elvedi,DF,Switzerland,25,1996,2,2,180,2,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.04,0,0.04,0.04,0.04
Breel Embolo,FW,Switzerland,25,1997,4,4,323,3.6,2,0,2,0,0,0,0,0.56,0,0.56,0.56,0.56,2.3,2.3,0.1,2.4,0.64,0.03,0.66,0.64,0.66
Youssef En-Nesyri,FW,Morocco,25,1997,7,7,542,6,2,0,2,0,0,0,0,0.33,0,0.33,0.33,0.33,1.2,1.2,0,1.3,0.21,0.01,0.21,0.21,0.21
Wataru Endo,MF,Japan,29,1993,4,3,304,3.4,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.5,0.6,0.06,0.15,0.21,0.06,0.21
Devis Epassy,GK,Cameroon,29,1993,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Eriksen,MF,Denmark,30,1992,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,0.06,0.14,0.2,0.06,0.2
Michael Estrada,FW,Ecuador,26,1996,3,3,225,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.13,0.01,0.13,0.13,0.13
Pervis Estupiñán,DF,Ecuador,24,1998,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,0.02,0.09,0.11,0.02,0.11
Stephen Eustáquio,MF,Canada,25,1996,2,2,125,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,0.13,0.11,0.24,0.13,0.24
Saeid Ezatolahi,MF,Iran,25,1996,3,2,217,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.04,0.08,0.12,0.04,0.12
Abdessamad Ezzalzouli,"FW,MF",Morocco,20,2001,3,0,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,0.09,0.39,0.49,0.09,0.49
Fabinho,MF,Brazil,28,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collins Fai,DF,Cameroon,29,1992,3,3,270,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.1,0.01,0.01,0.02,0.01,0.02
Salman Al-Faraj,MF,Saudi Arabia,32,1989,1,1,44,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Fassnacht,FW,Switzerland,28,1993,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,2.58,0,2.58,2.58,2.58
Abdul Fatawu Issahaku,FW,Ghana,18,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ansu Fati,FW,Spain,19,2002,2,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
João Félix,FW,Portugal,22,1999,4,4,331,3.7,1,2,1,0,0,1,0,0.27,0.54,0.82,0.27,0.82,0.9,0.9,0.4,1.2,0.24,0.1,0.34,0.24,0.34
Bruno Fernandes,"FW,MF",Portugal,27,1994,4,4,356,4,2,3,1,1,1,1,0,0.51,0.76,1.26,0.25,1.01,1.1,0.3,1.7,2,0.28,0.42,0.71,0.08,0.51
Edimilson Fernandes,"FW,DF",Switzerland,26,1996,3,1,145,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.4,0.02,0.21,0.23,0.02,0.23
Enzo Fernández,MF,Argentina,21,2001,7,5,564,6.3,1,1,1,0,0,1,0,0.16,0.16,0.32,0.16,0.32,0.3,0.3,0.9,1.2,0.05,0.16,0.21,0.05,0.21
Jesús Ferreira,FW,USA,21,2000,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil Foden,"FW,MF",England,22,2000,4,3,258,2.9,1,2,1,0,0,0,0,0.35,0.7,1.05,0.35,1.05,1.1,1.1,0.6,1.6,0.38,0.2,0.57,0.38,0.57
Youssouf Fofana,MF,France,23,1999,6,2,227,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,0.07,0.07,0.14,0.07,0.14
Juan Foyth,DF,Argentina,24,1998,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alan Franco,MF,Ecuador,23,1998,2,1,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Przemys?aw Frankowski,MF,Poland,27,1995,4,3,240,2.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.3,0.01,0.09,0.11,0.01,0.11
Fred,MF,Brazil,29,1993,4,2,142,1.6,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.2,0.6,0.23,0.16,0.39,0.23,0.39
Fabian Frei,MF,Switzerland,33,1989,2,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remo Freuler,MF,Switzerland,30,1992,4,4,323,3.6,1,0,1,0,0,0,0,0.28,0,0.28,0.28,0.28,0.5,0.5,0,0.5,0.14,0,0.14,0.14,0.14
Keysher Fuller,"DF,MF",Costa Rica,27,1994,3,3,253,2.8,1,0,1,0,0,0,0,0.36,0,0.36,0.36,0.36,0.4,0.4,0.2,0.5,0.14,0.05,0.19,0.14,0.19
Niclas Füllkrug,FW,Germany,29,1993,3,0,69,0.8,2,1,2,0,0,0,0,2.61,1.3,3.91,2.61,3.91,2.2,2.2,0.6,2.8,2.86,0.76,3.62,2.86,3.62
Rogelio Funes Mori,FW,Mexico,31,1991,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1.23,0,1.23,1.23,1.23
Cody Gakpo,"FW,MF",Netherlands,23,1999,5,5,450,5,3,0,3,0,0,0,0,0.6,0,0.6,0.6,0.6,0.3,0.3,0.6,0.9,0.06,0.12,0.18,0.06,0.18
Hernán Galíndez,GK,Ecuador,35,1987,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesús Gallardo,DF,Mexico,27,1994,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.04,0.01,0.05,0.04,0.05
Idrissa Gana Gueye,MF,Senegal,32,1989,3,3,270,3,0,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0.11,0.03,0.14,0.11,0.14
Gavi,MF,Spain,17,2004,4,4,284,3.2,1,0,1,0,0,0,0,0.32,0,0.32,0.32,0.32,0.1,0.1,0.1,0.2,0.04,0.03,0.07,0.04,0.07
Sultan Al-Ghanam,"DF,MF",Saudi Arabia,28,1994,3,1,126,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0.12,0.05,0.17,0.12,0.17
Nader Ghandri,DF,Tunisia,27,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saman Ghoddos,MF,Iran,28,1993,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.36,0.05,0.41,0.36,0.41
Ali Gholizadeh,"MF,FW",Iran,26,1996,3,2,199,2.2,0,1,0,0,0,0,0,0,0.45,0.45,0,0.45,0,0,0.2,0.2,0.01,0.07,0.09,0.01,0.09
Matthias Ginter,DF,Germany,28,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olivier Giroud,FW,France,35,1986,6,6,419,4.7,4,0,4,0,0,1,0,0.86,0,0.86,0.86,0.86,3.4,3.4,0.1,3.5,0.72,0.03,0.76,0.72,0.76
Kamil Glik,DF,Poland,34,1988,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.06,0,0.06,0.06,0.06
Serge Gnabry,"FW,MF",Germany,26,1995,3,3,263,2.9,1,1,1,0,0,0,0,0.34,0.34,0.68,0.34,0.68,1.1,1.1,1.5,2.6,0.37,0.51,0.88,0.37,0.88
Diego Godín,DF,Uruguay,36,1986,2,2,151,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.03,0,0.03,0.03,0.03
Maxi Gómez,FW,Uruguay,25,1996,2,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.26,0,0.26,0.26,0.26
Papu Gómez,"MF,FW",Argentina,34,1988,2,2,107,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03
Sh?ichi Gonda,GK,Japan,33,1989,4,4,390,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig Goodwin,MF,Australia,30,1991,4,3,234,2.6,1,1,1,0,0,0,0,0.38,0.38,0.77,0.38,0.77,0.3,0.3,0.6,0.9,0.11,0.25,0.36,0.11,0.36
Leon Goretzka,MF,Germany,27,1995,3,2,159,1.8,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0,0.5,0.26,0.01,0.27,0.26,0.27
Mario Götze,MF,Germany,30,1992,2,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.21,0.29,0.5,0.21,0.5
Jack Grealish,FW,England,26,1995,5,0,86,1,1,0,1,0,0,0,0,1.05,0,1.05,1.05,1.05,0.6,0.6,0.1,0.8,0.69,0.12,0.81,0.69,0.81
Antoine Griezmann,MF,France,31,1991,7,6,537,6,0,3,0,0,0,1,0,0,0.5,0.5,0,0.5,0.7,0.7,3.1,3.7,0.11,0.52,0.63,0.11,0.63
Kamil Grosicki,MF,Poland,34,1988,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,1.69,1.69,0,1.69
Carlos Gruezo,MF,Ecuador,27,1995,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marko Gruji?,MF,Serbia,26,1996,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0.26,0.26,0.26
Andrés Guardado,MF,Mexico,35,1986,1,1,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nemanja Gudelj,"MF,DF",Serbia,30,1991,2,1,92,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mattéo Guendouzi,"FW,MF",France,23,1999,1,1,78,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raphaël Guerreiro,DF,Portugal,28,1993,4,3,279,3.1,1,2,1,0,0,0,0,0.32,0.65,0.97,0.32,0.97,0.4,0.4,0.6,1,0.12,0.19,0.31,0.12,0.31
Cho Guesung,FW,Korea Republic,24,1998,4,3,275,3.1,2,0,2,0,0,1,0,0.65,0,0.65,0.65,0.65,1.1,1.1,0,1.1,0.35,0.01,0.36,0.35,0.36
Pape Gueye,MF,Senegal,23,1999,3,1,153,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.07,0.11,0.18,0.07,0.18
Bruno Guimarães,MF,Brazil,24,1997,2,0,69,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0.7,0.7,0,0.7,0.92,0,0.92,0.92,0.92
?lkay Gündo?an,MF,Germany,31,1990,3,3,189,2.1,1,0,0,1,1,0,0,0.48,0,0.48,0,0,1.1,0.4,0.1,0.5,0.54,0.05,0.6,0.17,0.22
Erick Gutiérrez,MF,Mexico,26,1995,1,0,49,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joško Gvardiol,DF,Croatia,20,2002,7,7,690,7.7,1,0,1,0,0,0,0,0.13,0,0.13,0.13,0.13,0.1,0.1,0,0.2,0.02,0.01,0.03,0.02,0.03
Asiri Haitham,FW,Saudi Arabia,21,2001,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ehsan Hajsafi,"MF,DF",Iran,32,1990,3,3,237,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.06,0.08,0.15,0.06,0.15
Achraf Hakimi,DF,Morocco,23,1998,7,7,631,7,0,1,0,0,0,0,0,0,0.14,0.14,0,0.14,0.1,0.1,0.5,0.6,0.02,0.07,0.09,0.02,0.09
Abderrazak Hamdallah,FW,Morocco,31,1990,4,0,68,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0.52,0,0.52,0.52,0.52
Abdelkarim Hassan,DF,Qatar,28,1993,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.1,0.01,0.11,0.1,0.11
Ali Al Hassan,MF,Saudi Arabia,25,1997,1,1,45,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.15,0,0.15,0.15,0.15
Abdulaziz Hatem,MF,Qatar,31,1990,3,2,196,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02
Kai Havertz,FW,Germany,23,1999,2,1,102,1.1,2,0,2,0,0,0,0,1.76,0,1.76,1.76,1.76,1.4,1.4,0.2,1.6,1.19,0.17,1.36,1.19,1.36
Hassan Al-Haydos,MF,Qatar,31,1990,3,3,206,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.01,0.27,0.27,0.01,0.27
Eden Hazard,MF,Belgium,31,1991,3,2,124,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.04,0.01,0.05,0.04,0.05
Thorgan Hazard,FW,Belgium,29,1993,2,1,106,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.3,0,1.07,1.07,0,1.07
Hwang Hee-chan,"MF,FW",Korea Republic,26,1996,2,1,115,1.3,1,0,1,0,0,1,0,0.78,0,0.78,0.78,0.78,0.9,0.9,0,1,0.72,0.03,0.75,0.72,0.75
Jordan Henderson,MF,England,31,1990,4,3,271,3,1,0,1,0,0,0,0,0.33,0,0.33,0.33,0.33,0.2,0.2,0.3,0.5,0.05,0.11,0.16,0.05,0.16
Wayne Hennessey,GK,Wales,35,1987,2,2,175,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucas Hernández,DF,France,26,1996,1,1,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theo Hernández,DF,France,24,1997,6,5,508,5.6,1,2,1,0,0,1,0,0.18,0.35,0.53,0.18,0.53,0.4,0.4,1.2,1.6,0.07,0.22,0.29,0.07,0.29
Héctor Herrera,MF,Mexico,32,1990,2,2,160,1.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.06,0.06,0,0.06
Son Heung-min,"FW,MF",Korea Republic,29,1992,4,4,360,4,0,1,0,0,0,0,0,0,0.25,0.25,0,0.25,0.4,0.4,1,1.4,0.11,0.24,0.35,0.11,0.35
Piero Hincapié,DF,Ecuador,20,2002,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonas Hofmann,FW,Germany,29,1992,2,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,0.82,0.16,0.98,0.82,0.98
Junior Hoilett,"FW,MF",Canada,32,1990,3,2,161,1.8,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.4,0.5,0.08,0.21,0.28,0.08,0.28
Martin Hongla,MF,Cameroon,24,1998,2,2,121,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.04,0.05,0.09,0.04,0.09
Ricardo Horta,FW,Portugal,27,1994,3,1,119,1.3,1,0,1,0,0,0,0,0.76,0,0.76,0.76,0.76,0.8,0.8,0.1,0.8,0.58,0.05,0.63,0.58,0.63
Hossein Hosseini,GK,Iran,29,1992,2,1,161,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Majid Hosseini,DF,Iran,25,1996,3,3,270,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajdin Hrustic,"MF,FW",Australia,25,1996,3,0,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04
Atiba Hutchinson,MF,Canada,39,1983,3,2,159,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.07,0,0.07,0.07,0.07
Pierre Højbjerg,MF,Denmark,26,1995,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.01,0.01,0.02,0.01,0.02
Romario Ibarra,MF,Ecuador,27,1994,2,1,68,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.19,0,0.19,0.19,0.19
Ivan Ili?,MF,Serbia,21,2001,1,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0.04
Hwang In-beom,MF,Korea Republic,25,1996,4,4,334,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.06,0.02,0.08,0.06,0.08
Jackson Irvine,"MF,FW",Australia,29,1993,4,4,354,3.9,0,0,0,0,0,2,0,0,0,0,0,0,0.5,0.5,0,0.6,0.13,0.01,0.14,0.13,0.14
Ko Itakura,DF,Japan,25,1997,3,3,270,3,0,1,0,0,0,2,0,0,0.33,0.33,0,0.33,0.2,0.2,0.1,0.2,0.05,0.03,0.08,0.05,0.08
Hiroki Ito,DF,Japan,23,1999,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0,0.09
Junya Ito,"MF,FW",Japan,29,1993,4,3,324,3.6,0,1,0,0,0,0,0,0,0.28,0.28,0,0.28,0.2,0.2,0.2,0.4,0.05,0.07,0.12,0.05,0.12
Yahya Jabrane,MF,Morocco,30,1991,2,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Nicolas Jackson,FW,Senegal,20,2001,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lee Jae-sung,"MF,FW",Korea Republic,29,1992,3,3,211,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.01,0.02,0.03,0.01,0.03
Alireza Jahanbakhsh,MF,Iran,28,1993,2,1,59,0.7,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0,0.2,0.29,0,0.29,0.29,0.29
Kristijan Jaki?,FW,Croatia,25,1997,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ismail Jakobs,DF,Senegal,22,1999,4,3,278,3.1,0,1,0,0,0,1,0,0,0.32,0.32,0,0.32,0,0,0.3,0.3,0,0.1,0.11,0,0.11
Abolfazl Jalali,DF,Iran,23,1998,1,0,19,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel James,"FW,MF",Wales,24,1997,3,2,154,1.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02
Vincent Janssen,FW,Netherlands,27,1994,2,1,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.09,0.04,0.13,0.09,0.13
Ardon Jasari,FW,Switzerland,19,2002,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Issam Jebali,FW,Tunisia,30,1991,3,2,182,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,0.26,0.08,0.34,0.26,0.34
Artur J?drzejczyk,DF,Poland,34,1987,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mathias Jensen,MF,Denmark,26,1996,2,1,84,0.9,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.4,0.5,0.11,0.38,0.5,0.11,0.5
Gabriel Jesus,FW,Brazil,25,1997,3,1,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,0.35,0.23,0.58,0.35,0.58
Raúl Jiménez,FW,Mexico,31,1991,3,0,59,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kim Jin-su,DF,Korea Republic,30,1992,4,4,315,3.5,0,1,0,0,0,0,0,0,0.29,0.29,0,0.29,0.3,0.3,0.6,0.9,0.09,0.17,0.27,0.09,0.27
Brennan Johnson,"FW,MF",Wales,21,2001,3,0,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.21,0,0.21,0.21,0.21
Alistair Johnston,DF,Canada,23,1998,3,3,270,3,0,0,0,0,0,1,0,0,0,0,0,0,0.8,0.8,0.2,1,0.27,0.06,0.33,0.27,0.33
Frenkie de Jong,MF,Netherlands,25,1997,5,5,475,5.3,1,1,1,0,0,1,0,0.19,0.19,0.38,0.19,0.38,0.9,0.9,0.2,1.1,0.18,0.04,0.22,0.18,0.22
Luuk de Jong,FW,Netherlands,31,1990,1,0,57,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.25,0,0.25,0.25,0.25
Luka Jovi?,FW,Serbia,24,1997,1,0,36,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.13,0.4,0.53,0.13,0.53
Son Jun-ho,"MF,DF",Korea Republic,30,1992,3,0,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vinicius Júnior,FW,Brazil,21,2000,4,4,299,3.3,1,2,1,0,0,0,0,0.3,0.6,0.9,0.3,0.9,1,1,0.7,1.7,0.3,0.2,0.5,0.3,0.5
Josip Juranovi?,DF,Croatia,26,1995,6,6,600,6.7,0,1,0,0,0,0,0,0,0.15,0.15,0,0.15,0,0,0.3,0.4,0.01,0.05,0.06,0.01,0.06
Daichi Kamada,"FW,MF",Japan,25,1996,4,4,322,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0.7,0.18,0.01,0.19,0.18,0.19
Jakub Kami?ski,MF,Poland,20,2002,4,2,233,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.3,0.2,0.5,0.14,0.09,0.23,0.1,0.19
Hossein Kanaanizadegan,DF,Iran,28,1994,1,0,45,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Kane,FW,England,28,1993,5,5,402,4.5,2,3,1,1,2,0,0,0.45,0.67,1.12,0.22,0.9,2.7,1.1,1.5,2.6,0.6,0.34,0.94,0.25,0.59
Lee Kangin,"MF,FW",Korea Republic,21,2001,4,1,147,1.6,0,1,0,0,0,1,0,0,0.61,0.61,0,0.61,0.2,0.2,0.3,0.4,0.09,0.17,0.27,0.09,0.27
Mohamed Kanno,"MF,FW",Saudi Arabia,27,1994,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.1,0,0.1,0.1,0.1
Fran Kara?i?,DF,Australia,26,1996,2,1,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.17,0.09,0.27,0.17,0.27
Ali Karimi,MF,Iran,28,1994,3,1,99,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark-Anthony Kaye,MF,Canada,27,1994,1,1,59,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0.06,0.06
Wajdi Kechrida,DF,Tunisia,26,1995,3,1,111,1.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.08,0.08,0,0.08
Thilo Kehrer,DF,Germany,25,1996,1,1,69,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bilal El Khannous,MF,Morocco,18,2004,1,1,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wahbi Khazri,"FW,MF",Tunisia,31,1991,2,1,83,0.9,1,0,1,0,0,0,0,1.08,0,1.08,1.08,1.08,0.4,0.4,0,0.4,0.47,0,0.47,0.47,0.47
Musab Kheder,DF,Qatar,28,1993,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boualem Khoukhi,DF,Qatar,31,1990,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
